n,m,p,w,optimal_solution,calc_time,gap,cuts,objective_value
20,3,1.0,5,integer infeasible,0.01600000006146729,,,
20,3,1.0,5,integer infeasible,0.030999999959021807,,,
20,3,1.0,5,integer infeasible,0.01600000006146729,,,
20,3,1.0,5,integer infeasible,0.0,,,
20,3,1.0,5,integer infeasible,0.030999999959021807,,,
20,3,1.0,5,integer infeasible,0.015000000013969839,,,
20,3,1.0,5,integer infeasible,0.015999999945051968,,,
20,5,0.6,1,integer optimal solution,0.015999999945051968,0.0,0,2.0
20,5,0.6,1,integer optimal solution,0.0470000000204891,0.0,0,6.0
20,5,0.6,1,integer optimal solution,0.03200000000651926,0.0,0,7.0
20,5,0.6,1,integer optimal solution,0.030999999959021807,0.0,0,5.0
20,5,0.6,1,integer optimal solution,0.030999999959021807,0.0,0,7.0
20,5,0.6,1,integer optimal solution,0.030999999959021807,0.0,0,6.0
20,5,0.6,1,integer optimal solution,0.03100000007543713,0.0,0,5.0
20,5,0.6,1,integer optimal solution,0.062000000034458935,0.0,0,8.0
20,5,0.6,1,integer optimal solution,0.03200000000651926,0.0,0,3.0
20,5,0.6,1,integer optimal solution,0.03200000000651926,0.0,0,4.0
20,5,0.6,10,integer infeasible,0.015000000013969839,,,
20,5,0.6,10,integer infeasible,0.030999999959021807,,,
20,5,0.6,10,integer infeasible,0.015000000013969839,,,
20,5,0.6,10,integer infeasible,0.015999999945051968,,,
20,5,0.6,10,integer infeasible,0.015000000013969839,,,
20,5,0.6,10,integer infeasible,0.01600000006146729,,,
20,5,0.6,10,integer infeasible,0.015999999945051968,,,
20,5,0.6,10,integer infeasible,0.03200000000651926,,,
20,5,0.6,10,integer infeasible,0.015000000013969839,,,
20,5,0.6,10,integer infeasible,0.03200000000651926,,,
20,5,0.6,5,integer infeasible,0.030999999959021807,,,
20,5,0.6,5,integer infeasible,0.015999999945051968,,,
20,5,0.6,5,integer infeasible,0.01600000006146729,,,
20,5,0.6,5,integer infeasible,0.030999999959021807,,,
20,5,0.6,5,integer infeasible,0.015000000013969839,,,
20,5,0.6,5,integer infeasible,0.01600000006146729,,,
20,5,0.6,5,integer infeasible,0.0470000000204891,,,
20,5,0.6,5,integer infeasible,0.015000000013969839,,,
20,5,0.6,5,integer infeasible,0.030999999959021807,,,
20,5,0.6,5,integer infeasible,0.030999999959021807,,,
20,5,0.8,1,integer optimal solution,0.015999999945051968,0.0,0,11.0
20,5,0.8,1,integer optimal solution,0.030999999959021807,0.0,0,11.0
20,5,0.8,1,integer optimal solution,0.03100000007543713,0.0,0,7.0
20,5,0.8,1,integer optimal solution,0.03100000007543713,0.0,0,5.0
20,5,0.8,1,integer optimal solution,0.030999999959021807,0.0,0,8.0
20,5,0.8,1,integer optimal solution,0.0470000000204891,0.0,0,11.0
20,5,0.8,1,integer optimal solution,0.030999999959021807,0.0,0,7.0
20,5,0.8,1,integer optimal solution,0.0470000000204891,0.0,0,9.0
20,5,0.8,1,integer optimal solution,0.03200000000651926,0.0,0,6.0
20,5,0.8,1,integer optimal solution,0.03100000007543713,0.0,0,6.0
20,5,0.8,10,integer infeasible,0.03100000007543713,,,
20,5,0.8,10,integer infeasible,0.03100000007543713,,,
20,5,0.8,10,integer infeasible,0.030999999959021807,,,
20,5,0.8,10,integer infeasible,0.030999999959021807,,,
20,5,0.8,10,integer infeasible,0.015999999945051968,,,
20,5,0.8,10,integer infeasible,0.030999999959021807,,,
20,5,0.8,10,integer infeasible,0.015999999945051968,,,
20,5,0.8,10,integer infeasible,0.015000000013969839,,,
20,5,0.8,10,integer infeasible,0.015000000013969839,,,
20,5,0.8,10,integer infeasible,0.030999999959021807,,,
20,5,0.8,5,integer infeasible,0.01600000006146729,,,
20,5,0.8,5,integer infeasible,0.015000000013969839,,,
20,5,0.8,5,integer infeasible,0.030999999959021807,,,
20,5,0.8,5,integer infeasible,0.015999999945051968,,,
20,5,0.8,5,integer infeasible,0.015999999945051968,,,
20,5,0.8,5,integer infeasible,0.015999999945051968,,,
20,5,0.8,5,integer infeasible,0.015000000013969839,,,
20,5,0.8,5,integer infeasible,0.015999999945051968,,,
20,5,0.8,5,integer infeasible,0.015000000013969839,,,
20,5,0.8,5,integer infeasible,0.030999999959021807,,,
20,5,1.0,1,integer optimal solution,0.0779999999795109,0.0,0,11.0
20,5,1.0,1,integer optimal solution,0.030999999959021807,0.0,0,9.0
20,5,1.0,1,integer optimal solution,0.015999999945051968,0.0,0,9.0
20,5,1.0,1,integer optimal solution,0.030999999959021807,0.0,0,8.0
20,5,1.0,1,integer optimal solution,0.14000000001396984,0.0,0,15.0
20,5,1.0,1,integer optimal solution,0.03200000000651926,0.0,0,11.0
20,5,1.0,1,integer optimal solution,0.14099999994505197,0.0,0,16.0
20,5,1.0,1,integer optimal solution,0.03100000007543713,0.0,0,9.0
20,5,1.0,1,integer optimal solution,0.0470000000204891,0.0,0,12.0
20,5,1.0,1,integer optimal solution,0.015999999945051968,0.0,0,11.0
20,5,1.0,10,integer infeasible,0.0470000000204891,,,
20,5,1.0,10,integer infeasible,0.046999999904073775,,,
20,5,1.0,10,integer infeasible,0.046999999904073775,,,
20,5,1.0,10,integer infeasible,0.0470000000204891,,,
20,5,1.0,10,integer infeasible,0.0470000000204891,,,
20,5,1.0,10,integer infeasible,0.06299999996554106,,,
20,5,1.0,10,integer infeasible,0.046999999904073775,,,
20,5,1.0,10,integer infeasible,0.0470000000204891,,,
20,5,1.0,10,integer infeasible,0.0470000000204891,,,
20,5,1.0,10,integer infeasible,0.030999999959021807,,,
20,5,1.0,5,integer infeasible,0.030999999959021807,,,
20,5,1.0,5,integer infeasible,0.030999999959021807,,,
20,5,1.0,5,integer infeasible,0.030999999959021807,,,
20,5,1.0,5,integer infeasible,0.015999999945051968,,,
20,5,1.0,5,integer infeasible,0.015000000013969839,,,
20,5,1.0,5,integer infeasible,0.03200000000651926,,,
20,5,1.0,5,integer infeasible,0.030999999959021807,,,
20,5,1.0,5,integer infeasible,0.03200000000651926,,,
20,5,1.0,5,integer infeasible,0.030999999959021807,,,
20,5,1.0,5,integer infeasible,0.030999999959021807,,,
20,7,0.6,1,integer optimal solution,0.030999999959021807,0.0,0,1.0
20,7,0.6,1,integer optimal solution,0.030999999959021807,0.0,0,3.0
20,7,0.6,1,integer optimal solution,0.030999999959021807,0.0,0,2.0
20,7,0.6,1,integer optimal solution,0.015999999945051968,0.0,0,2.0
20,7,0.6,1,integer optimal solution,0.0470000000204891,0.0,0,2.0
20,7,0.6,1,integer optimal solution,0.015000000013969839,0.0,0,0.0
20,7,0.6,1,integer optimal solution,0.015000000013969839,0.0,0,2.0
20,7,0.6,1,integer optimal solution,0.015000000013969839,0.0,0,1.0
20,7,0.6,1,integer optimal solution,0.03100000007543713,0.0,0,1.0
20,7,0.6,1,integer optimal solution,0.0470000000204891,0.0,0,6.0
20,7,0.6,10,integer infeasible,0.030999999959021807,,,
20,7,0.6,10,integer infeasible,0.03200000000651926,,,
20,7,0.6,10,integer infeasible,0.0470000000204891,,,
20,7,0.6,10,integer infeasible,0.03100000007543713,,,
20,7,0.6,10,integer infeasible,0.030999999959021807,,,
20,7,0.6,10,integer infeasible,0.01600000006146729,,,
20,7,0.6,10,integer infeasible,0.03200000000651926,,,
20,7,0.6,10,integer infeasible,0.03200000000651926,,,
20,7,0.6,10,integer infeasible,0.045999999972991645,,,
20,7,0.6,10,integer infeasible,0.030999999959021807,,,
20,7,0.6,5,integer infeasible,0.015999999945051968,,,
20,7,0.6,5,integer infeasible,0.030999999959021807,,,
20,7,0.6,5,integer infeasible,0.015999999945051968,,,
20,7,0.6,5,integer infeasible,0.03100000007543713,,,
20,7,0.6,5,integer infeasible,0.03100000007543713,,,
20,7,0.6,5,integer infeasible,0.030999999959021807,,,
20,7,0.6,5,integer infeasible,0.030999999959021807,,,
20,7,0.6,5,integer infeasible,0.030999999959021807,,,
20,7,0.6,5,integer infeasible,0.015999999945051968,,,
20,7,0.6,5,integer infeasible,0.03200000000651926,,,
20,7,0.8,1,integer optimal solution,0.03100000007543713,0.0,0,1.0
20,7,0.8,1,integer optimal solution,0.03100000007543713,0.0,0,1.0
20,7,0.8,1,integer optimal solution,0.030999999959021807,0.0,0,3.0
20,7,0.8,1,integer optimal solution,0.030999999959021807,0.0,0,3.0
20,7,0.8,1,integer optimal solution,0.046999999904073775,0.0,0,2.0
20,7,0.8,1,integer optimal solution,0.03200000000651926,0.0,0,4.0
20,7,0.8,1,integer optimal solution,0.03200000000651926,0.0,0,1.0
20,7,0.8,1,integer optimal solution,0.015000000013969839,0.0,0,3.0
20,7,0.8,1,integer optimal solution,0.030999999959021807,0.0,0,2.0
20,7,0.8,1,integer optimal solution,0.030999999959021807,0.0,0,1.0
20,7,0.8,10,integer infeasible,0.030999999959021807,,,
20,7,0.8,10,integer infeasible,0.046999999904073775,,,
20,7,0.8,10,integer infeasible,0.0470000000204891,,,
20,7,0.8,10,integer infeasible,0.03100000007543713,,,
20,7,0.8,10,integer infeasible,0.045999999972991645,,,
20,7,0.8,10,integer infeasible,0.0470000000204891,,,
20,7,0.8,10,integer infeasible,0.0470000000204891,,,
20,7,0.8,10,integer infeasible,0.045999999972991645,,,
20,7,0.8,10,integer infeasible,0.06299999996554106,,,
20,7,0.8,10,integer infeasible,0.06299999996554106,,,
20,7,0.8,5,integer infeasible,0.030999999959021807,,,
20,7,0.8,5,integer infeasible,0.03200000000651926,,,
20,7,0.8,5,integer infeasible,0.03100000007543713,,,
20,7,0.8,5,integer infeasible,0.0470000000204891,,,
20,7,0.8,5,integer infeasible,0.03100000007543713,,,
20,7,0.8,5,integer infeasible,0.046999999904073775,,,
20,7,0.8,5,integer infeasible,0.015000000013969839,,,
20,7,0.8,5,integer infeasible,0.03200000000651926,,,
20,7,0.8,5,integer infeasible,0.030999999959021807,,,
20,7,0.8,5,integer infeasible,0.03100000007543713,,,
20,7,1.0,1,integer optimal solution,0.03200000000651926,0.0,0,2.0
20,7,1.0,1,integer optimal solution,0.03100000007543713,0.0,0,3.0
20,7,1.0,1,integer optimal solution,0.03100000007543713,0.0,0,2.0
20,7,1.0,1,integer optimal solution,0.0470000000204891,0.0,0,3.0
20,7,1.0,1,integer optimal solution,0.03200000000651926,0.0,0,2.0
20,7,1.0,1,integer optimal solution,0.03100000007543713,0.0,0,3.0
20,7,1.0,1,integer optimal solution,0.0470000000204891,0.0,0,4.0
20,7,1.0,1,integer optimal solution,0.0470000000204891,0.0,0,4.0
20,7,1.0,1,integer optimal solution,0.03200000000651926,0.0,0,4.0
20,7,1.0,1,integer optimal solution,0.03100000007543713,0.0,0,2.0
20,7,1.0,10,integer infeasible,0.0779999999795109,,,
20,7,1.0,10,integer infeasible,0.125,,,
20,7,1.0,10,integer infeasible,0.09399999992456287,,,
20,7,1.0,10,integer infeasible,0.062000000034458935,,,
20,7,1.0,10,integer infeasible,0.10999999998603016,,,
20,7,1.0,10,integer infeasible,0.062000000034458935,,,
20,7,1.0,10,integer infeasible,0.06299999996554106,,,
20,7,1.0,10,integer infeasible,0.0940000000409782,,,
20,7,1.0,10,integer infeasible,0.0940000000409782,,,
20,7,1.0,10,integer infeasible,0.0779999999795109,,,
20,7,1.0,5,integer infeasible,0.030999999959021807,,,
20,7,1.0,5,integer infeasible,0.03100000007543713,,,
20,7,1.0,5,integer infeasible,0.030999999959021807,,,
20,7,1.0,5,integer infeasible,0.0470000000204891,,,
20,7,1.0,5,integer infeasible,0.030999999959021807,,,
20,7,1.0,5,integer infeasible,0.0470000000204891,,,
20,7,1.0,5,integer infeasible,0.0470000000204891,,,
20,7,1.0,5,integer infeasible,0.046999999904073775,,,
20,7,1.0,5,integer infeasible,0.0470000000204891,,,
20,7,1.0,5,integer infeasible,0.0470000000204891,,,
20,9,0.6,1,integer optimal solution,0.01600000006146729,0.0,0,1.0
20,9,0.6,1,integer optimal solution,0.015999999945051968,0.0,0,1.0
20,9,0.6,1,integer optimal solution,0.0,0.0,0,0.0
20,9,0.6,1,integer optimal solution,0.01600000006146729,0.0,0,1.0
20,9,0.6,1,integer optimal solution,0.015000000013969839,0.0,0,0.0
20,9,0.6,1,integer optimal solution,0.03100000007543713,0.0,0,1.0
20,9,0.6,1,integer optimal solution,0.015000000013969839,0.0,0,0.0
20,9,0.6,1,integer optimal solution,0.015999999945051968,0.0,0,0.0
20,9,0.6,1,integer optimal solution,0.030999999959021807,0.0,0,1.0
20,9,0.6,1,integer optimal solution,0.030999999959021807,0.0,0,1.0
20,9,0.6,10,integer infeasible,0.0470000000204891,,,
20,9,0.6,10,integer infeasible,0.0470000000204891,,,
20,9,0.6,10,integer infeasible,0.0470000000204891,,,
20,9,0.6,10,integer infeasible,0.0470000000204891,,,
20,9,0.6,10,integer infeasible,0.06199999991804361,,,
20,9,0.6,10,integer infeasible,0.0470000000204891,,,
20,9,0.6,10,integer infeasible,0.06300000008195639,,,
20,9,0.6,10,integer infeasible,0.0470000000204891,,,
20,9,0.6,10,integer infeasible,0.046999999904073775,,,
20,9,0.6,10,integer infeasible,0.0470000000204891,,,
20,9,0.6,5,integer optimal solution,0.6559999999590218,0.0,0,65.0
20,9,0.6,5,integer infeasible,1.547000000020489,,,
20,9,0.6,5,integer infeasible,0.062000000034458935,,,
20,9,0.6,5,integer infeasible,0.0470000000204891,,,
20,9,0.6,5,integer optimal solution,1.5160000000614673,0.0,0,83.0
20,9,0.6,5,integer infeasible,0.06299999996554106,,,
20,9,0.6,5,integer optimal solution,1.234000000054948,0.0,0,65.0
20,9,0.6,5,integer optimal solution,1.375,0.0,0,67.0
20,9,0.6,5,integer optimal solution,1.0320000000065193,0.0,0,88.0
20,9,0.6,5,integer optimal solution,2.094000000040978,0.0,0,58.0
20,9,0.8,1,integer optimal solution,0.0,0.0,0,0.0
20,9,0.8,1,integer optimal solution,0.015000000013969839,0.0,0,1.0
20,9,0.8,1,integer optimal solution,0.01600000006146729,0.0,0,1.0
20,9,0.8,1,integer optimal solution,0.0,0.0,0,0.0
20,9,0.8,1,integer optimal solution,0.015000000013969839,0.0,0,0.0
20,9,0.8,1,integer optimal solution,0.03100000007543713,0.0,0,1.0
20,9,0.8,1,integer optimal solution,0.015000000013969839,0.0,0,1.0
20,9,0.8,1,integer optimal solution,0.015000000013969839,0.0,0,0.0
20,9,0.8,1,integer optimal solution,0.015000000013969839,0.0,0,0.0
20,9,0.8,1,integer optimal solution,0.015999999945051968,0.0,0,0.0
20,9,0.8,10,integer infeasible,0.0470000000204891,,,
20,9,0.8,10,integer infeasible,0.0470000000204891,,,
20,9,0.8,10,integer infeasible,0.062000000034458935,,,
20,9,0.8,10,integer infeasible,0.06199999991804361,,,
20,9,0.8,10,integer infeasible,0.0779999999795109,,,
20,9,0.8,10,integer infeasible,0.06299999996554106,,,
20,9,0.8,10,integer infeasible,0.0470000000204891,,,
20,9,0.8,10,integer infeasible,0.0470000000204891,,,
20,9,0.8,10,integer infeasible,0.062000000034458935,,,
20,9,0.8,10,integer infeasible,0.0470000000204891,,,
20,9,0.8,5,integer infeasible,0.030999999959021807,,,
20,9,0.8,5,integer infeasible,0.0470000000204891,,,
20,9,0.8,5,integer infeasible,0.030999999959021807,,,
20,9,0.8,5,integer infeasible,0.03200000000651926,,,
20,9,0.8,5,integer infeasible,0.0470000000204891,,,
20,9,0.8,5,integer infeasible,0.0470000000204891,,,
20,9,0.8,5,integer infeasible,0.0470000000204891,,,
20,9,0.8,5,integer infeasible,0.06300000008195639,,,
20,9,0.8,5,integer infeasible,0.03100000007543713,,,
20,9,0.8,5,integer infeasible,0.030999999959021807,,,
20,9,1.0,1,integer optimal solution,0.0,0.0,0,1.0
20,9,1.0,1,integer optimal solution,0.01600000006146729,0.0,0,1.0
20,9,1.0,1,integer optimal solution,0.015000000013969839,0.0,0,0.0
20,9,1.0,1,integer optimal solution,0.015000000013969839,0.0,0,1.0
20,9,1.0,1,integer optimal solution,0.0,0.0,0,0.0
20,9,1.0,1,integer optimal solution,0.015999999945051968,0.0,0,1.0
20,9,1.0,1,integer optimal solution,0.015000000013969839,0.0,0,1.0
20,9,1.0,1,integer optimal solution,0.030999999959021807,0.0,0,1.0
20,9,1.0,1,integer optimal solution,0.015999999945051968,0.0,0,3.0
20,9,1.0,1,integer optimal solution,0.0,0.0,0,0.0
20,9,1.0,10,integer infeasible,0.10999999998603016,,,
20,9,1.0,10,integer infeasible,0.0779999999795109,,,
20,9,1.0,10,integer infeasible,0.09399999992456287,,,
20,9,1.0,10,integer infeasible,0.09399999992456287,,,
20,9,1.0,10,integer infeasible,0.09299999999348074,,,
20,9,1.0,10,integer infeasible,0.10999999998603016,,,
20,9,1.0,10,integer infeasible,0.0940000000409782,,,
20,9,1.0,10,integer infeasible,0.10899999993853271,,,
20,9,1.0,10,integer infeasible,0.09299999999348074,,,
20,9,1.0,10,integer infeasible,0.09399999992456287,,,
20,9,1.0,5,integer infeasible,0.0470000000204891,,,
20,9,1.0,5,integer infeasible,0.03100000007543713,,,
20,9,1.0,5,integer infeasible,0.0470000000204891,,,
20,9,1.0,5,integer infeasible,0.045999999972991645,,,
20,9,1.0,5,integer infeasible,0.0470000000204891,,,
20,9,1.0,5,integer infeasible,0.0470000000204891,,,
20,9,1.0,5,integer infeasible,0.046999999904073775,,,
20,9,1.0,5,integer infeasible,0.03200000000651926,,,
20,9,1.0,5,integer infeasible,0.0470000000204891,,,
20,9,1.0,5,integer infeasible,0.0470000000204891,,,
30,3,0.6,1,integer infeasible,0.01600000006146729,,,
30,3,0.6,1,integer infeasible,0.01600000006146729,,,
30,3,0.6,1,integer infeasible,0.0,,,
30,3,0.6,1,integer infeasible,0.015999999945051968,,,
30,3,0.6,1,integer infeasible,0.015999999945051968,,,
30,3,0.6,1,integer infeasible,0.015000000013969839,,,
30,3,0.6,1,integer infeasible,0.01600000006146729,,,
30,3,0.6,1,integer infeasible,0.015000000013969839,,,
30,3,0.6,1,integer infeasible,0.015999999945051968,,,
30,3,0.6,1,integer infeasible,0.015999999945051968,,,
30,3,0.6,10,integer infeasible,0.030999999959021807,,,
30,3,0.6,10,integer infeasible,0.015999999945051968,,,
30,3,0.6,10,integer infeasible,0.0470000000204891,,,
30,3,0.6,10,integer infeasible,0.015999999945051968,,,
30,3,0.6,10,integer infeasible,0.01600000006146729,,,
30,3,0.6,10,integer infeasible,0.03100000007543713,,,
30,3,0.6,10,integer infeasible,0.015000000013969839,,,
30,3,0.6,10,integer infeasible,0.01600000006146729,,,
30,3,0.6,10,integer infeasible,0.015999999945051968,,,
30,3,0.6,10,integer infeasible,0.03100000007543713,,,
30,3,0.6,5,integer infeasible,0.015999999945051968,,,
30,3,0.6,5,integer infeasible,0.030999999959021807,,,
30,3,0.6,5,integer infeasible,0.015999999945051968,,,
30,3,0.6,5,integer infeasible,0.015000000013969839,,,
30,3,0.6,5,integer infeasible,0.015000000013969839,,,
30,3,0.6,5,integer infeasible,0.015000000013969839,,,
30,3,0.6,5,integer infeasible,0.0,,,
30,3,0.6,5,integer infeasible,0.015000000013969839,,,
30,3,0.6,5,integer infeasible,0.015999999945051968,,,
30,3,0.6,5,integer infeasible,0.015000000013969839,,,
30,3,0.8,1,integer infeasible,0.015999999945051968,,,
30,3,0.8,1,integer infeasible,0.015000000013969839,,,
30,3,0.8,1,integer infeasible,0.015000000013969839,,,
30,3,0.8,1,integer infeasible,0.0,,,
30,3,0.8,1,integer infeasible,0.015999999945051968,,,
30,3,0.8,1,integer infeasible,0.0,,,
30,3,0.8,1,integer infeasible,0.01600000006146729,,,
30,3,0.8,1,integer infeasible,0.01600000006146729,,,
30,3,0.8,1,integer infeasible,0.015000000013969839,,,
30,3,0.8,1,integer infeasible,0.015000000013969839,,,
30,3,0.8,10,integer infeasible,0.015999999945051968,,,
30,3,0.8,10,integer infeasible,0.0,,,
30,3,0.8,10,integer infeasible,0.015000000013969839,,,
30,3,0.8,10,integer infeasible,0.030999999959021807,,,
30,3,0.8,10,integer infeasible,0.015999999945051968,,,
30,3,0.8,10,integer infeasible,0.015000000013969839,,,
30,3,0.8,10,integer infeasible,0.01600000006146729,,,
30,3,0.8,10,integer infeasible,0.015000000013969839,,,
30,3,0.8,10,integer infeasible,0.015999999945051968,,,
30,3,0.8,10,integer infeasible,0.015999999945051968,,,
30,3,0.8,5,integer infeasible,0.030999999959021807,,,
30,3,0.8,5,integer infeasible,0.030999999959021807,,,
30,3,0.8,5,integer infeasible,0.015999999945051968,,,
30,3,0.8,5,integer infeasible,0.03200000000651926,,,
30,3,0.8,5,integer infeasible,0.03100000007543713,,,
30,3,0.8,5,integer infeasible,0.015000000013969839,,,
30,3,0.8,5,integer infeasible,0.015999999945051968,,,
30,3,0.8,5,integer infeasible,0.015999999945051968,,,
30,3,0.8,5,integer infeasible,0.030999999959021807,,,
30,3,0.8,5,integer infeasible,0.030999999959021807,,,
30,3,1.0,1,integer infeasible,0.01600000006146729,,,
30,3,1.0,1,integer infeasible,0.01600000006146729,,,
30,3,1.0,1,integer infeasible,0.015000000013969839,,,
30,3,1.0,1,integer infeasible,0.015999999945051968,,,
30,3,1.0,1,integer infeasible,0.015999999945051968,,,
30,3,1.0,1,integer infeasible,0.0,,,
30,3,1.0,1,integer infeasible,0.015999999945051968,,,
30,3,1.0,1,integer infeasible,0.015000000013969839,,,
30,3,1.0,1,integer infeasible,0.015999999945051968,,,
30,3,1.0,1,integer infeasible,0.015000000013969839,,,
30,3,1.0,10,integer infeasible,0.030999999959021807,,,
30,3,1.0,10,integer infeasible,0.01600000006146729,,,
30,3,1.0,10,integer infeasible,0.01600000006146729,,,
30,3,1.0,10,integer infeasible,0.015999999945051968,,,
30,3,1.0,10,integer infeasible,0.015999999945051968,,,
30,3,1.0,10,integer infeasible,0.03100000007543713,,,
30,3,1.0,10,integer infeasible,0.01600000006146729,,,
30,3,1.0,10,integer infeasible,0.01600000006146729,,,
30,3,1.0,10,integer infeasible,0.03100000007543713,,,
30,3,1.0,10,integer infeasible,0.01600000006146729,,,
30,3,1.0,5,integer infeasible,0.015999999945051968,,,
30,3,1.0,5,integer infeasible,0.0,,,
30,3,1.0,5,integer infeasible,0.015000000013969839,,,
30,3,1.0,5,integer infeasible,0.01600000006146729,,,
30,3,1.0,5,integer infeasible,0.015999999945051968,,,
30,3,1.0,5,integer infeasible,0.015000000013969839,,,
30,3,1.0,5,integer infeasible,0.015999999945051968,,,
30,3,1.0,5,integer infeasible,0.015999999945051968,,,
30,3,1.0,5,integer infeasible,0.015000000013969839,,,
30,3,1.0,5,integer infeasible,0.030999999959021807,,,
30,5,0.6,1,integer optimal solution,0.03200000000651926,0.0,0,11.0
30,5,0.6,1,integer optimal solution,0.046999999904073775,0.0,0,16.0
30,5,0.6,1,integer optimal solution,0.0470000000204891,0.0,0,20.0
30,5,0.6,1,integer optimal solution,0.0470000000204891,0.0,0,14.0
30,5,0.6,1,integer optimal solution,0.045999999972991645,0.0,0,16.0
30,5,0.6,1,integer optimal solution,0.0470000000204891,0.0,0,16.0
30,5,0.6,1,integer optimal solution,0.0470000000204891,0.0,0,15.0
30,5,0.6,1,integer optimal solution,0.062000000034458935,0.0,0,16.0
30,5,0.6,1,integer optimal solution,0.046999999904073775,0.0,0,17.0
30,5,0.6,1,integer optimal solution,0.0470000000204891,0.0,0,16.0
30,5,0.6,10,integer infeasible,0.03200000000651926,,,
30,5,0.6,10,integer infeasible,0.046999999904073775,,,
30,5,0.6,10,integer infeasible,0.0470000000204891,,,
30,5,0.6,10,integer infeasible,0.030999999959021807,,,
30,5,0.6,10,integer infeasible,0.030999999959021807,,,
30,5,0.6,10,integer infeasible,0.0470000000204891,,,
30,5,0.6,10,integer infeasible,0.0470000000204891,,,
30,5,0.6,10,integer infeasible,0.0470000000204891,,,
30,5,0.6,10,integer infeasible,0.03200000000651926,,,
30,5,0.6,10,integer infeasible,0.0470000000204891,,,
30,5,0.6,5,integer infeasible,0.030999999959021807,,,
30,5,0.6,5,integer infeasible,0.03200000000651926,,,
30,5,0.6,5,integer infeasible,0.03100000007543713,,,
30,5,0.6,5,integer infeasible,0.03100000007543713,,,
30,5,0.6,5,integer infeasible,0.030999999959021807,,,
30,5,0.6,5,integer infeasible,0.03100000007543713,,,
30,5,0.6,5,integer infeasible,0.03100000007543713,,,
30,5,0.6,5,integer infeasible,0.03100000007543713,,,
30,5,0.6,5,integer infeasible,0.0470000000204891,,,
30,5,0.6,5,integer infeasible,0.03200000000651926,,,
30,5,0.8,1,integer optimal solution,0.030999999959021807,0.0,0,19.0
30,5,0.8,1,integer optimal solution,0.06299999996554106,0.0,0,19.0
30,5,0.8,1,integer optimal solution,0.18799999996554106,0.0,0,22.0
30,5,0.8,1,integer optimal solution,0.062000000034458935,0.0,0,18.0
30,5,0.8,1,integer optimal solution,0.14099999994505197,0.0,0,17.0
30,5,0.8,1,integer optimal solution,0.09399999992456287,0.0,0,19.0
30,5,0.8,1,integer optimal solution,0.062000000034458935,0.0,0,17.0
30,5,0.8,1,integer optimal solution,0.046999999904073775,0.0,0,21.0
30,5,0.8,1,integer optimal solution,0.1720000000204891,0.0,0,24.0
30,5,0.8,1,integer optimal solution,0.1720000000204891,0.0,0,23.0
30,5,0.8,10,integer infeasible,0.0940000000409782,,,
30,5,0.8,10,integer infeasible,0.1410000000614673,,,
30,5,0.8,10,integer infeasible,0.09299999999348074,,,
30,5,0.8,10,integer infeasible,0.0940000000409782,,,
30,5,0.8,10,integer infeasible,0.10900000005494803,,,
30,5,0.8,10,integer infeasible,0.125,,,
30,5,0.8,10,integer infeasible,0.125,,,
30,5,0.8,10,integer infeasible,0.10999999998603016,,,
30,5,0.8,10,integer infeasible,0.0779999999795109,,,
30,5,0.8,10,integer infeasible,0.0940000000409782,,,
30,5,0.8,5,integer infeasible,0.030999999959021807,,,
30,5,0.8,5,integer infeasible,0.03200000000651926,,,
30,5,0.8,5,integer infeasible,0.0470000000204891,,,
30,5,0.8,5,integer infeasible,0.046999999904073775,,,
30,5,0.8,5,integer infeasible,0.03100000007543713,,,
30,5,0.8,5,integer infeasible,0.0470000000204891,,,
30,5,0.8,5,integer infeasible,0.030999999959021807,,,
30,5,0.8,5,integer infeasible,0.03200000000651926,,,
30,5,0.8,5,integer infeasible,0.045999999972991645,,,
30,5,0.8,5,integer infeasible,0.03200000000651926,,,
30,5,1.0,1,integer optimal solution,0.2029999999795109,0.0,0,28.0
30,5,1.0,1,integer optimal solution,0.18700000003445894,0.0,0,31.0
30,5,1.0,1,integer optimal solution,0.2029999999795109,0.0,0,22.0
30,5,1.0,1,integer optimal solution,0.2029999999795109,0.0,0,24.0
30,5,1.0,1,integer optimal solution,0.2029999999795109,0.0,0,26.0
30,5,1.0,1,integer optimal solution,0.2029999999795109,0.0,0,27.0
30,5,1.0,1,integer optimal solution,0.17099999997299165,0.0,0,20.0
30,5,1.0,1,integer optimal solution,0.2029999999795109,0.0,0,25.0
30,5,1.0,1,integer optimal solution,0.4059999999590218,0.0,0,24.0
30,5,1.0,1,integer optimal solution,0.1720000000204891,0.0,0,19.0
30,5,1.0,10,integer infeasible,0.03100000007543713,,,
30,5,1.0,10,integer infeasible,0.0470000000204891,,,
30,5,1.0,10,integer infeasible,0.0779999999795109,,,
30,5,1.0,10,integer infeasible,0.06299999996554106,,,
30,5,1.0,10,integer infeasible,0.0779999999795109,,,
30,5,1.0,10,integer infeasible,0.0470000000204891,,,
30,5,1.0,10,integer infeasible,0.030999999959021807,,,
30,5,1.0,10,integer infeasible,0.03200000000651926,,,
30,5,1.0,10,integer infeasible,0.03100000007543713,,,
30,5,1.0,10,integer infeasible,0.046999999904073775,,,
30,5,1.0,5,integer infeasible,0.10900000005494803,,,
30,5,1.0,5,integer infeasible,0.07900000002700835,,,
30,5,1.0,5,integer infeasible,0.07800000009592623,,,
